ne 	CONJ
sisiilima 	NN
ne 	CONJ
kumulilo 	NN
kukwatirira 	V
luluuchi 	NN
lwa 	ADP
Yoritani 	NN
Tawe	AV
. 	PUNCT
Amboolela 	V
kwacha 	V
mu 	ADP
ngaaki	ADV
. 	PUNCT
12	NUM
Baboolele 	V
nga 	CONJ
Wele 	NN
ali 	ADV
ese 	PRON
se 	
khache 	V
mu 	ADP
sibala 	NN
silayi 	ADJ
nisio 	PRON
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
ne 	CONJ
alomaloma 	V
ne 	CONJ
niye 	PRON
alikho 	ADV
acha 	V
khumuelesia 	V
enywe 	PRON
nanywe 	PRON
khukhwama 	ADP
mu 	ADP
mulilo	NN
, 	PUNCT
nga 	CONJ
ne 	CONJ
nga 	CONJ
kumukabwa 	NN
tawe	ADV
. 	PUNCT
22	NUM
Ese 	PRON
ndafwila 	V
mwamuulila 	V
ne 	CONJ
alikho 	V
alomaloma 	V
ne 	CONJ
se 	
mu 	ADP
sibala 	NN
sino	DET
. 	PUNCT
Se 	
ndambukha 	V
luluuchi 	V
mwamubonakho 	V
mu 	ADP
sifwaanani 	NN
siosi 	DET
tawe	ADV
. 	PUNCT
Ne 	CONJ
kakhali 	CONJ
enywe 	PRON
muli 	V
siimbi 	ADV
khu 	ADP
siosi 	DET
tawe	ADV
. 	PUNCT
13	NUM
Amuboolela 	V
ke 	ADP
endakaa	
- 	
lwambukha 	V
mala 	CONJ
mubukule 	V
kamaloba 	NN
no 	
yewe 	PRON
niyo 	V
aakhola 	V
ne 	CONJ
nanywe 	PRON
mala 	CONJ
kengakha 	NN
ako	DET
. 	PUNCT
23	NUM
Ba 	
Barekerefu	NN
. 	PUNCT
Mukhe 	
aamuboolela 	V
khuria 	V
kamalaka 	NN
kewe 	PRON
bilila 	
endakaano 	NN
niyo 	V
Wele 	NN
Omunyali 	ADJ
Ekhumi	NN
. 	PUNCT
Aakaandika 	V
khu 	ADP
mabaale 	NN
kabili	NN
. 	PUNCT
Owa 	ADP
Bioosi	DET
, 	PUNCT
Wele 	NN
wenywe 	PRON
akhola 	V
ne 	CONJ
14	NUM
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
amboolela 	V
nanywe 	PRON
tawe	AV
. 	PUNCT
Mukhakhola 	V
murio 	DET
mwe 	ADP
ese 	PRON
mweyikie 	V
enywe 	PRON
kamalaka 	NN
koosi 	ADJ
kholela 	V
bifwaani 	NN
nibio	DET
; 	PUNCT
Wele 	NN
Omunyali 	ADJ
niko 	DET
mularia 	V
mu 	ADP
sibala 	NN
nisio 	DET
muli 	V
siimbi 	ADV
Owa 	ADP
Bioosi	DET
, 	PUNCT
Wele 	NN
wenywe 	PRON
aamukaania 	V
khwingilamo	V
. 	PUNCT
Show 	
enywe 	PRON
tawe	ADV
, 	PUNCT
24	NUM
Sikila 	CONJ
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi	DET
, 	PUNCT
Wele 	NN
wenywe 	PRON
ali 	V
ne 	CONJ
likhendekha	NN
, 	PUNCT
dhe 	
Engaani 	
khuloondekhana 	ADP
ali 	V
nga 	CONJ
kumulilo 	NN
kuburukha	V
. 	PUNCT
ne 	CONJ
bifwaani 	NN
25	NUM
""""	PUNCT
Akhaba 	ADJ
enyuma 	ADV
we 	ADP
khumenya 	V
15	NUM
“	PUNCT
Endaalo 	NN
niyo 	DET
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
mu 	ADP
sibala 	NN
khulwe 	V
siise 	NN
sileeyi 	ADJ
ne 	CONJ
khu 	ADP
Bioosi 	DET
aalomaloma 	V
khwinywe 	PRON
khubi	
- 	
Saala 	V
babaana 	NN
ne 	CONJ
babechukhulu	NN
, 	PUNCT
lundi 	CONJ
mwasaakhulua	V
, 	PUNCT
mukhakhola 	V
bubwo	
- 	
yesi 	PRON
yesi 	PRON
oweaana 	V
khucha 	V
mala 	CONJ
abu 	
ni 	
khulwe 	CONJ
khukhwikholela	V
sifwaani 	NN
kule 	V
babaandu 	NN
be 	ADP
ekholo 	NN
khukhwama 	ADP
le 	
sisiindu 	NN
siosi 	PRON
siosi 	PRON
tawe	ADV
. 	PUNCT
Buno 	DET
buli 	V
mu 	ADP
kholo 	NN
ekiindi	PRON
, 	PUNCT
mala 	CONJ
abakhole 	V
babe 	V
bubwoni 	NN
ebweeni 	ADJ
wa 	ADP
Wele 	NN
Omunyali 	ADJ
babewe 	PRON
nga 	CONJ
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi	DET
, 	PUNCT
Wele 	NN
Wenywe	PRON
. 	PUNCT
Ne 	CONJ
Wele 	NN
wenywe 	PRON
ne 	CONJ
aamukholela 	V
enywe 	PRON
murio 	DET
mulaambia 	V
Wele 	NN
Omunyali 	ADJ
mu 	ADP
Misiri 	NN
alikhoo 	V
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
Lirima	NN
. 	PUNCT
26	NUM
Likulu 	NN
ne 	CONJ
liloba 	CONJ
bili 	V
Owa 	ADP
Bioosi 	DET
amukholela 	V
enywe 	PRON
ario 	V
buloli 	NN
khwinywe 	PRON
endaalo 	NN
yino	DET
,	PUNCT
mwaba 	V
khulwe 	V
khurumikhira 	V
kamakhako	NN
, 	PUNCT
ne 	CONJ
mukharia 	V
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bimanyisio	NN
, 	PUNCT
bie 	ADP
khuukia	V
, 	PUNCT
Liie	PRON
, 	PUNCT
Bioosi 	DET
Tawe	ADV
, 	PUNCT
mulabunisibwa 	V
elala 	ADJ
mu 	ADP
ne 	CONJ
bibiindu 	NN
bie 	ADP
khuriisia	V
. 	PUNCT
35	NUM
Wele 	NN
Sibala 	NN
nisio 	DET
mulikho 	V
mucha 	V
khwambukha	V
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
amwekesie 	V
enywe 	PRON
Kha 	ADP
Yoritani 	NN
mala 	CONJ
mwingisie	V
. 	PUNCT
Se 	
mucha 	V
lino 	DET
nio 	V
mumanye 	V
muli 	DET
niye 	PRON
ali 	V
Wele 	NN
ne 	CONJ
khumenyamo 	V
siise 	NN
sileeyi 	ADJ
tawe	ADV
. 	PUNCT
27	NUM
Wele 	NN
okundi 	PRON
se 	
aliio 	DET
tawe	ADV
. 	PUNCT
36	NUM
Aakhola 	V
enywe 	PRON
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
alamusalanisia 	V
muulile 	V
kumumilo 	NN
kwewe 	PRON
khukhwa 	
anywe 	V
mu 	ADP
baandu 	
Be 	ADP
chikholo 	NN
chichi	
- 	
ma 	
mwikulu	NN
. 	PUNCT
Aamwekesia 	V
kumulilo 	NN
ndi	CONJ
, 	PUNCT
lundi 	CONJ
mube 	V
batiiti 	ADJ
mu 	ADP
kholo 	NN
nimwo 	DET
kwewe 	PRON
kumukali 	ADJ
khukhwama	ADP
khu 	AP
siba 	
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
Alimusalania	V
mala 	CONJ
alomaloma 	v
khwinywe 	PRON
khubirira 	V
slamo	
. 	PUNCT
28	NUM
Ebweeneyo 	DET
mulikholela 	V
bawele 	NN
mu 	ADP
mulilo 	NN
okwo	DET
. 	PUNCT
37	NUM
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
ba 	
bakholwa 	V
ne 	CONJ
babaandu	NN
, 	PUNCT
bababechwa 	V
Bioosi 	DET
asiima 	V
bakuuka 	NN
benywe	PRON
, 	PUNCT
mala 	CONJ
khukhwama 	ADP
khu 	ADP
mirongooro 	NN
ne 	CONJ
khu 	ADP
aamurobora 	V
enywe	PRON
, 	PUNCT
omwene 	PRON
aamurusia 	V
inabaale	
. 	PUNCT
Baliba 	V
bawele 	V
bakhanyala 	V
babo	
enywe 	PRON
khukhwama 	ADP
mu 	ADP
Misiri 	NN
khubirira 	V
na 	
namwe 	CONJ
baulila	V
, 	PUNCT
namwe 	CONJ
balia	V
, 	PUNCT
namwe 	CONJ
mu 	ADP
bunyali 	NN
bwewe 	PRON
bukali	ADJ
. 	PUNCT
38	NUM
Aoona 	V
chi 	
baunyila 	V
tawe	ADV
. 	PUNCT
29	NUM
Ne 	CONJ
Kakhali	CONJ
akhaba 	ADV
kholo 	NN
chichiindi 	PRON
chimboofu 	ADJ
lundi 	CONJ
che 	ADP
ebweeneyo 	DET
mukhaenje 	V
Wele 	NN
Omunyali 	ADJ
kamaani 	NN
lukali 	ADJ
khumukhila 	V
enywe 	PRON
nio 	DET
Owa 	ADP
Bioosi	DET
, 	PUNCT
Wele 	NN
Wenywe	PRON
, 	PUNCT
mwaba 	V
ne 	CONJ
mu 	ADP
aamureera 	V
enywe 	PRON
mala 	CONJ
aamuelesia 	V
sibala 	NN
muenja 	V
ne 	CONJ
kumwoyo 	NN
kwenywe 	PRON
kwoosi 	ADJ
siabwe 	PRON
khuuba 	V
sisienywe	PRON
. 	PUNCT
Sili 	V
sisienywe 	PRON
mukhamunyoole	V
. 	PUNCT
30	NUM
Kamakhuwa 	NN
kano 	DET
khukhwola 	V
luno	ADV
. 	PUNCT
39	NUM
Manya 	V
mala 	CONJ
musuu 	
ne 	CONJ
kamwekholekhakho 	V
mala 	CONJ
mube 	V
mu 	ADP
bile 	V
endaalo	NN
yino	DET
, 	PUNCT
khebulila 	V
muli 	DET
Wele 	NN
butinyu 	NN
mu 	ADP
biise 	NN
ebio	DET
, 	PUNCT
muliyuukha 	V
khu 	ADP
omunyali 	NN
Owa 	ADP
Bioosi 	DET
ali 	V
Wele 	NN
mwikulu 	NN
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi	DET
, 	PUNCT
Wele 	NN
wenywe 	PRON
ne 	CONJ
khu 	ADP
sibala 	NN
Wele 	NN
okundi 	PRON
se 	
aliio	DET
tawe	ADV
.	PUNCT
mala 	CONJ
mumuulile	V
. 	PUNCT
31	NUM
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
40	NUM
Khwako 	DET
ria 	V
kamalaka 	NN
kewe 	PRON
koosi 	DET
niko 	DET
Bioosi	DET
, 	PUNCT
Wele 	NN
wenywe 	PRON
ali 	V
owe 	ADP
siisa	NN
. 	PUNCT
Se 	
ndikho 	V
muelesia 	V
enywe 	PRON
endaalo 	NN
yino	DET
, 	PUNCT
alimulekha 	V
enywe	PRON
, 	PUNCT
namwe 	CONJ
amubunie	V
, 	PUNCT
mala 	CONJ
mulaba 	V
bulayi	ADJ
, 	PUNCT
enywe 	PRON
ne 	CONJ
lisaaye 	NN
namwe 	CONJ
ebilile 	V
endakaano 	NN
niyo 	V
akhola 	V
lienywe	PRON
. 	PUNCT
Ne 	CONJ
Mukhola	V
Murio	DET
, 	PUNCT
mulayindila 	V
ne 	CONJ
bakuuka 	NN
benywe 	PRON
tawe	ADV
. 	PUNCT
mu 	ADP
sibala 	NN
nisio 	DET
Wele 	NN
Omunyali 	ADV
Owa 	ADP
Bioosi	DET
32	NUM
""""	PUNCT
Yibaasia 	V
ke 	ADP
biise 	NN
bibiabira	V
, 	PUNCT
mu 	ADDP
biise 	NN
si	
, 	PUNCT
Wele 	NN
wenywe 	PRON
alikho 	V
amuelesia 	V
enywe 	PRON
nibio 	DET
mwaba 	V
ne 	CONJ
mukhasaalwa 	V
tawe	ADV
. 	PUNCT
Lola 	V
mindali 	NN
na 	CONJ
mindali	CONJ
.	PUNCT
""" "	PUNCT
Lanais 	
enyuma 	ADP
khukhwola 	V
khu 	ADP
biise 	NN
nibio 	DET
Wele	NN
abaang'anilamo 	V
omundu 	NN
khu 	ADP
sibala	NN
. 	PUNCT
Lola 	V
Chingoba 	NN
che 	ADP
khukhwilukhilamo	V
: 	PUNCT
buli 	DET
abuundu 	ADV
khu 	ADP
sibala	NN
. 	PUNCT
Sisiindu 	NN
siosi 	DET
che 	ADP
bukwe 	ADV
we 	ADP
luluuchi 	NN
lwa 	ADP
Yoritani	NN
. 	PUNCT
siosi 	DET
siboofu 	ADJ
nga 	CONJ
sino 	DET
sisiekholekhakho 	V
41	NUM
Nio	V
, 	PUNCT
Musa 	NN
aara 	V
alubeka 	ADV
chingoba 	NN
chi 	
namwe 	CONJ
siauliilikhakho 	V
ku	
? 	PUNCT
33	NUM
Babaa	V
- 	
taru 	NN
ebukwe 	NN
we 	ADP
luluuchi 	NN
lwa 	ADP
Yoritani	NN
. 	PUNCT
ndu 	
bosi 	PRON
bosi	PRON
, 	PUNCT
ba 	
baamenya 	V
enyuma 	ADP
42	NUM
Nicho 	DET
omundu 	NN
yaba 	ADV
anyala 	V
elukhila 	V
we 	ADP
khuulila 	V
Wele 	NN
ne 	CONJ
alomaloma 	V
khu 	ADP
mo 	
mala 	CONJ
aona 	V
aaba 	V
ne 	CONJ
eriire 	V
omundu 	NN
nibo 	DET
khubirira 	V
mu 	ADP
mulilo 	NN
nga 	CONJ
enywe 	PRON
ne 	CONJ
akheteekile 	V
khumwiira 	V
tawe	ADV
. 	PUNCT
Oyo 	DET
mwaulila 	V
balikhoo 	V
ku	
? 	PUNCT
34	NUM
Namwe 	CONJ
wele 	NN
ofwiile 	V
ne 	CONJ
akhabechanga 	V
omusiku 	NN
wewe 	PRON
Sinai	NN
namwe 	CONJ
Horebu	NN
